Id,Text,RelevanceScore
274607,"אדוני היושב-ראש – תודה, אדוני – חברי חברי הכנסת, למרות כל הקיצוצים שהודיעו עליהם וכל הגזירות, ואני תכף אפרט חלק מהם, כי אחרת זה מין דיון תיאורטי כזה, עדיין הגירעון של 46.5 מיליארד שקלים הוא הרבה יותר, הרבה יותר מההכנסות שייכנסו, והתחזית, אמרו את זה כבר קודם לפני – התחזית של יעד הגירעון לשנה הבאה היא לא סבירה. ולמה זה לא סביר? כי מוצעת לנו כאן על-ידי האוצר תוכנית כלכלית איומה, איומה, שפוגעת במעמד הביניים, שממסה באכזריות את העניים ומרסקת את שארית מדינת הרווחה. עכשיו, כל הזמן אני שומעת את השר לפיד אומר: אין ברירה, אין ברירה, ועוד הפעם מדקלם את כל מנטרות ההפחדה הקבועות האלה על ספרד ויוון. חברי חברי הכנסת, אדוני סגן שר האוצר, אין לטענות האלה קשר למציאות. המציאות – שאתם בחרתם בצעדים הכי קלים והכי פוגעניים. מה עשיתם? בחרתם להעלות את המע""מ ב-1%, כל מיני צעדים שאפשר להעביר בלי להתעמת עם טייקונים, בלי להתעמת עם מקורבים ובלי להסתבך עם רפורמות אמיתיות. העלאת המע""מ אמרנו – מי משלם את המחיר? אלה שגם ככה קשה להם. העלאת המע""מ תגדיל את האי-שוויון, תוריד משפחות רבות מתחת לקו העוני ותהפוך את החיים של מי שקשה לו לקשים יותר. כשאני רואה את סדר העדיפויות המעוות, אני מודה שאני לא יכולה שלא להתייחס לזה שמעלים מע""מ ומקצצים ומעבירים 50 מיליון שקלים לאוניברסיטת אריאל, אחרי כל הדיבורים האלה על הצורך לשמור על ריסון תקציבי. צמיחה, דיברו כאן – מנועי צמיחה. על חשבון מה זה בא? על חשבון אותם 50 מיליון שקלים שחסכתם על-חשבון טיפולי שיניים עבור ילדים בני 12–14. זה היה חשוב לקצץ? אני מודה, חברי חברי הכנסת, שאפשר לתת עוד דוגמאות מדוגמאות רבות על הקיצוצים, שבעיני הם פוגעניים, הם אכזריים. ולכן חבר הכנסת גפני ואני הגשנו תוכנית – אני לא אומר תוכנית אלטרנטיבית, אבל תוכנית שמראה איפה הכסף; תוכנית שמראה איפה הכסף. אנחנו ניסינו להראות איך אפשר להביא 43 מיליארד שקלים דווקא ממקומות שהם לא הכיס של מעמד הביניים והקבוצות המוחלשות, מכל אותם מקומות שהאוצר בחר שלא להתעמת. אני אתן כמה דוגמאות: אם הייתם מתעסקים בתופעת תכנוני המס האגרסיביים, אבל כמו שצריך, אפשר היה להכניס 3 מיליארד שקלים – – –

זו רק דוגמה אחת, אדוני היושב-ראש. עשינו רשימה מלאה: גביית מס על רווחים כלואים, למשל, פטור מהטבות לבעלי הון או צמצום ההטבות, העלאת המס על רווחי הון, מיסוי דירות ריקות, וכו' וכו', אני לא אפרט כאן את כל הרשימה.

וחברי חברי הכנסת, כיוון שאני רק נגעתי במקצת הדוגמאות האלה, אני קוראת לכם: יש חלופה, ואל תצביעו על ההצעה שמובאת לכם כאן היום על-ידי האוצר. תודה רבה.",1
274646,"אז באופוזיציה, תראה מה הם עושים – – – קרקס.",1
274664,"אם השרה אומרת שהיא תמכה – – – מפרסמים מהישיבה של ועדת השרים את פרוטוקול – – –

– – – כי אי-אפשר את הרעש הזה – – –",1
274676,"אדוני היושב-ראש, חברי חברי הכנסת, ראשית, ברכות לחברות הכנסת שולי מועלם-רפאלי ועליזה לביא, וברכות – – –

מה? לברך גם את עצמי? לברך את עצמי. אוקיי.

אני אברך את עצמי – אני שמחה להיות חלק מהצעת החוק הזאת. הצעה שהדבקתי, אנחנו כולנו חברות באותה הצעה, וברכות על הבחירה, חברת הכנסת מועלם. אני מצטערת שהצעת החוק הזאת הגיעה היום, ולא הגיעה לפני כשבוע, כי כשהיום בחרנו מועמדים, או ליתר דיוק מועמדות, לוועדה למינוי דיינים, לו החוק הזה היה עובר לפני שבוע לא היינו מסתפקים בייצוג סמלי, חשוב מאוד, של חברת הכנסת מועלם; הכנסת הייתה שולחת לפחות ארבע נשים לוועדה לבחירת דיינים. אני ממש מצטערת שהחוק לא הגיע קודם לכן. מה שהיה כאן היום הראה שאי-אפשר לסמוך על העמדות השוויוניות, כביכול, שהכנסת מתהדרת בשמן. הכנסת חוקקה שורה של חוקים שוויוניים, עד שזה בא להצבעה, וכשהיה צריך לבחור נשים חברת הכנסת מרב מיכאלי לא נבחרה. מה זה אומר? שאי-אפשר לסמוך עליכם – גם עליכם, חברי חברי הכנסת. אז מה לנו כי נלין אחר כך על גופים אחרים שלא שמים נשים ברשימות שלהם, או אין שם ייצוג נשים, ומסתפקים באיזה ייצוג סימבולי?

זה אני לא יודעת. מרצ – – –

אני לא עושה חשבון של קואליציה–אופוזיציה, אני מדברת על הכנסת. הכנסת ככנסת בחרה אישה אחת. לו החוק הזה היה עובר קודם לכן לא הייתה נבחרת רק אישה אחת.

נכון. אבל צריך חוק בשביל זה, כי אי-אפשר לסמוך – – –

נכון, צודקת, חברת הכנסת עליזה לביא – –

– – אי-אפשר לסמוך על ההטמעה של הערכים השוויוניים במדינת ישראל, לא בקרב הציבור ולא בקרב חברי הכנסת, ולכן, חברי חברי הכנסת, נכון, זה יהיה לפעם הבאה, אבל גם זה חשוב. אני קוראת לכם לתמוך בהצעת החוק. ברכות, וחבל שזה רק כך. תודה.",1
274762,"אדוני היושב-ראש, תודה רבה, אני רוצה לומר שהצעת החוק הזו נדונה בקדנציה הקודמת – הייתה הצעת חוק שלי ושל קבוצה של חברי כנסת – בוועדת הרווחה בראשותו של חבר הכנסת חיים כץ, שעשה מהלך באמת, אני חייבת לומר, חסר תקדים כדי לקדם את הטיפול בעיוות שנוצר כאן לגבי נשים. לצערנו, או לא לצערנו, היו בחירות וההצעה נפלה, נגוזה, ועכשיו אני חושבת שנעשה צדק. אני רוצה לומר מראש שכל ההתחייבויות של חבר הכנסת כץ להיצמד להצעת הממשלה חלות עלי. זאת אומרת, אני מתחייבת לקבל את ההתחייבויות שחבר הכנסת כץ הציג. אני רוצה רק לגופו של עניין לומר, אדוני, שהצעת החוק שלנו תתקן את העיוות ותחייב את קרנות הפנסיה לאפשר לבני-זוג לחלק ביניהם באמת חלוקה אמיתית את הזכאות לקצבת הפנסיה על-פי הכלל שנקבע בהסכם הגירושים. אנחנו מדברים על עשרות אלפי – אולי אפילו מאות, אני חושבת שאני ממעיטה כשאני מדברת על עשרות – מאות אלפי נשים במדינת ישראל שהחוק הקודם לא מאפשר להן, כשהן מתגרשות, לקבל את החלק היחסי שלהן בחיסכון לפנסיה של בן-הזוג שלהן אחרי שזה פרש לגמלאות ואם, חלילה, הוא נפטר. הדבר הזה ימנע מצב שבו אישה שאינה רשומה כעמיתה תהיה תלויה בחסדי העמית ובחסדי קרן הפנסיה. עד היום המצב היה שרק העמית הגבר רשום. אין כבר דבר כזה בקרנות החדשות, וזה מצב מעוות. אני חושבת שזה יעשה צדק, זה יעשה צדק עם הרבה מאוד נשים. וכמו שאמרתי קודם, ההבנות שחלות על חבר הכנסת כץ חלות גם עלי. תודה רבה.",1
274824,"אדוני היושב-ראש, חברי חברי הכנסת, אני יזמתי היום את הדיון הזה יחד עם סיעות האופוזיציה כי אנחנו בנקודת זמן קריטית, חברי חברי הכנסת, אנחנו בשעת מבחן גורלית. זה הזמן שבו ממשלת נתניהו – אדוני ראש הממשלה, הממשלה שלך – חייבת לקבל הכרעות היסטוריות, ואנחנו רוצים, אדוני ראש הממשלה, לדעת מה אתה הולך לעשות. אני לא שומעת את עצמי, אדוני.

תודה. אדוני היושב-ראש, אדוני ראש הממשלה, יש כאן כרגע חלון הזדמנויות. צירוף נדיר של מנהיגות פלסטינית מתונה עם גיבוי רחב מהעולם הערבי וממשל אמריקני שמוכן לסייע בתיווך בין הצדדים. ומה עושה הממשלה שלך, אדוני? גוררת רגליים ותוקעת מקלות בגלגלי המשא-ומתן. ידידי ישראל הגדולים – הנשיא אובמה, ג'ון קרי – משגרים לעברנו מסרים נוקבים, חריפים ודרמטיים. רק אתמול, בנאום בכינוס השנתי של הוועד היהודי-אמריקני, אמר מזכיר המדינה קרי: מי שסבורים שהסטטוס-קוו בסכסוך הישראלי–פלסטיני יוכל להימשך, חיים בהזיות. אני מצטטת את דבריו של מזכיר המדינה, ואני אומרת לך שאני מזדהה אתו, אדוני ראש הממשלה. אתם חיים בהזיות. במקום להפנים את המסר, את האיתותים מהאמריקנים, את הדרישות האירופיות המדאיגות להטיל סנקציות כלכליות על ישראל, אתם מותחים את החבל ומביאים את המצב לידי משבר. אני שומעת שרים בממשלה שלך מעלים כל מיני אופציות הזויות ומסוכנות של סיפוח, של מדינה אחת, של חיסול הרשות הפלסטינית, ואני גם רואה מה עושה הממשלה שלך; היא גם נותנת לזה תשובה בשטח – היא בונה בהתנחלויות, במזרח-ירושלים, מעבירה עוד תקציבי עתק למרכז האקדמי באריאל ולכל מיני עמותות ימין קיצוניות כמו עמותת אלע""ד. חברי חברי הכנסת, המסרים של אובמה וקרי, שלפיהם ישראל צריכה להחליט אם היא תחדל להיות מדינה דמוקרטית, דבר שרואים שם, רק אנחנו מתעלמים מזה, נופלים על אוזן חירשת, על אטימות. כל ההתנהלות הדיפלומטית של הממשלה שלך היא כמו של איזשהו טנק בחנות חרסינה. מה אתם בעצם מודיעים לעולם? אתם מודיעים לעולם שישראל לא רוצה שלום. ואיך אני יודעת את זה, אדוני ראש הממשלה, חברי חברי הכנסת? כי על השולחן המדיני הונחה מחדש יוזמת השלום הערבית, שבבסיסה נוסחה פשוטה, אם אני יכולה לומר את זה באופן חופשי: שטחים תמורת שלום. כל השטחים תמורת כל השלום. אבל יש לזה עדכון. רק לאחרונה, רק לפני שבועות ספורים, אמר שר החוץ הקטארי שהם גם מסכימים לתיקוני גבול קלים ולחילופי שטחים עם הפלסטינים. זאת אמירה, חברי חברי הכנסת, שמאפשרת להחיות את היוזמה כאופציה על השולחן. היוזמה הערבית היא הזדמנות לפעול לא רק במישור הבילטרלי אלא גם להיכנס למהלך אזורי ורב-צדדי, מהלך שיאפשר לישראל לקיים יחסים דיפלומטיים וגם יחסים כלכליים עם מדינות האזור. איזה הזדמנות אדירה יש ביוזמה הזאת. איך זה יכול להיות שכולם רואים ביוזמה הזאת הזדמנות, אבל מה עושה ממשלת נתניהו? ישראל הרשמית הגיבה בקרירות, וראש הממשלה, שעסוק עכשיו עם השר שטייניץ מתחילת הדיון, אפילו לא מצא לנכון לברך על השינוי החשוב בעמדה הערבית. השרים לא הגיבו. מה שמטריד אותי, שבעיני הממשלה הזאת כל יוזמה לקידום התהליך המדיני, אתם רואים בה איום ולא הזדמנות. אדוני ראש הממשלה, הכדור עכשיו בידיים שלך, הכדור במגרש הישראלי. מושיטים לישראל יד, רוצים לדבר אתה, ואתה חייב להגיד היום לכנסת, אדוני ראש הממשלה, האם אתה הולך לענות להושטת היד הזאת בטריקת דלת. ואם כן, אם זו הכוונה שלך, כפי שזה עולה מדברים שאומרים שרים בממשלה שלך, אז תן דין-וחשבון לציבור, כי לטריקת הדלת הזאת יהיה מחיר כבד. כולנו נשלם את המחיר. הרי מה אנחנו רואים? ברשות הפלסטינית שולטת עכשיו הנהגה מתונה. אני שומעת שאתם לא מרוצים מאבו מאזן ולא מרוצים מראש הממשלה החדש שהוא מינה, אבל זו ההנהגה המתונה ביותר האפשרית; הנהגה שרוצה בהידברות, שמוכנה לפשרות, שאתם אומרים שהיא פועלת באפקטיביות נגד הטרור. המנהיגות הפלסטינית רוצה הסדר. אבל מה רוצה ממשלת ישראל, אני לא מצליחה להבין. מה רוצה ממשלת ישראל? אני שומעת את ההתעקשות שלכם לנהל משא-ומתן על מכלול של נושאים. אתם דוחים את הדרישה של אבו מאזן לנהל משא-ומתן על הגבולות ונושא הביטחון תחילה. מה בדיוק אתם רוצים? יש פרטנר בצד הפלסטיני, אדוני ראש הממשלה, אבל אני כבר מסופקת אם אתה פרטנר. האם הממשלה שלך היא פרטנר למשא-ומתן? חברי חברי הכנסת, מחיר ההחמצה יהיה כבד. הרשות הפלסטינית תתפרק, ישתלטו שם גורמים קיצוניים על הגדה, אולי יהיה מאבק אלים שיגבה מחיר דמים כבד. ולכן, אדוני ראש הממשלה, אנחנו קוראים לך להגיד כן ליוזמה של הליגה הערבית, כי לתשובה השלילית תהיה השפעה גם במישור הבין-לאומי, לא רק במישור המקומי. תהיה לזה השפעה דיפלומטית, מדינית וכלכלית. חגורת הביטחון של ישראל, חברי חברי הכנסת, היא לא רק טנקים וצבא, היא גם הקשרים הדיפלומטיים שלה. אם אנחנו רוצים לקיים כאן חברה מודרנית, מפותחת, משגשגת, אנחנו צריכים להדק את הקשרים של ישראל עם העולם. המשך הכיבוש, חברי חברי הכנסת, הבנייה בהתנחלויות וסרבנות השלום מחלישים את ישראל, והיום הדיון הזה מתקיים כאן, חברי חברי הכנסת, כשאנחנו מציינים 46 שנים לכיבוש, והמשך הכיבוש יביא לכך שיראו בישראל כמי שמתעקשת לדכא את השאיפות הלגיטימיות של הפלסטינים לחופש ולהגדרה עצמית. חברי חברי הכנסת, אדוני ראש הממשלה, שני מנהיגים קודמים של הליכוד ראו מכאן את מה שהם לא ראו משם. כשהם קיבלו על עצמם את האחריות להנהיג, הם הבינו לעומק את מפת האינטרסים האסטרטגית של ישראל ועשו שינוי כיוון. אני מזכירה לך את מנחם בגין שעשה שלום עם מצרים ואת אריאל שרון שהבין שצריך לצאת מעזה. עכשיו תורך, אדוני ראש הממשלה. עכשיו זה בידיים שלך. האחריות רובצת עליך, ואני ממש מקווה לטובת כולנו שתעמוד במבחן הזה. וגם אנחנו, מצדנו, אנחנו אומנם באופוזיציה, אדוני ראש הממשלה, אנחנו ננהג באחריות. אנחנו נדע לגבות מהלכים אמיצים מצדך. אנחנו אופוזיציה אבל לא אופוזיציה לשלום. אבל אנחנו נגבה מעשים ולא דיבורים. כרגע כל הממשלה שלך מסתובבת עם איזה רטוריקה גבוהה ואפס התקדמות. ואני מסיימת, אדוני ראש הממשלה, בשאלה פשוטה; חברי חברי הכנסת, שאלה שהתשובה עליה היא ""כן"" או ""לא"". אדוני ראש הממשלה, האם תשיב בחיוב ליוזמה הערבית? האם בעוד שבועות מספר יתחיל תהליך מדיני?

האם יש סיכוי, אדוני ראש הממשלה, שישראל תסיים את הכיבוש לפני שהכיבוש יסיים אותה? תודה רבה.

אין ויכוח על הזכות, יש ויכוח על מימוש הזכות.",4
274902,"תציע חוק חדש, זה חוק חדש.

כמה אפשר לשמוע את כבר, נו?

מה ""נכון""? אתה לא עונה לו? מה אתה עונה לו?

טוב, יאללה, מספיק. די, די, די.

אתה עובר מנושא לנושא – – –

איך זה קשור לחוק הדיינים?

– – – שאלה: איך זה קשור לגזענות, איך זה קשור – – –

למה אתה – למה אתה אומר את זה?

אז אני שואלת אותך: אתה מבין בדיינים, איך זה קשור לגזענות? איך זה קשור לנאמנות?

איך זה קשור למורים? איך זה קשור?

בכול אשמה הצעת החוק הזאת.

אני לוקחת את הזמן של כל הסיעה שלי.

מיכל, אני לא יכולה לקחת את הזמן שלך. חברי חברי הכנסת, בוקר טוב, חברת הכנסת שולי מועלם-רפאלי, אני רוצה לברך אותך, ואת חברת הכנסת עליזה לביא, וגם את עצמי אני רוצה לברך, כי גם אני אחת היוזמות. תודה רבה. אני חושבת שזה לכבודה של הכנסת שהיא תאשר היום את חוק הדיינים. מה קפצתם?

לאט-לאט. יש לנו הצעת חוק, יש גם לעליזה לביא וגם לי הצעת חוק בעניין השופטים. לאט-לאט, אל תיבהלו, תהיינה המון נשים בהרבה מאוד מקומות, מיוצגות לא ייצוג סמלי, המון נשים דעתניות, חכמות – –

– – וזה שעשיתם את כל האסטרטגיה שלכם עכשיו לתקוף את חברת הכנסת מועלם-רפאלי, זה לא יעזור לכם. אף אחד לא שלח אותה, היא אישה חכמה, דעתנית, שלבד הגיעה להחלטה מושכלת. לא יעזור לכם. תעלו על הבמה, תתבכיינו, תעשו, תגידו, זה לא יעזור. יהיו נשים בוועדה למינוי דיינים – –

– – ואולי, רחמנא ליצלן, אולי פעם תהיינה דיינות, וואי, וואי, וואי, אם זה יקרה.

חברי חברי הכנסת – חברי חברי הכנסת, חבר הכנסת כהן, חבר הכנסת פרוש – –

– – חברי חברי הכנסת, בערב הזה נאמרו הרבה דברים, חצי בבדיחותא, חצי ברצינות, השעה עובדת נגדנו, אבל יש אמירה אחת חמורה שנאמרה כאן הערב, שאי-אפשר לעבור עליה לסדר-היום. לצערי, חבר הכנסת אייכלר איננו כאן באולם עכשיו. חצוף, דוחה, דוחה, חצוף, לא ראוי להיות בין חברי הכנסת.

אני שוקלת את המילים שלי בבירור רב.

ולמי שלא שמע, איך הוא העז לתקוף את השרה לימור לבנת כי היא העזה להספיד – אני מצטטת:  ""שונא יהודים"", את הסופר יורם קניוק שהלך לעולמו. זה מה שעושים בשעה הזאת בכנסת ישראל בדיון על חוק הדיינים? סופר, ענק, איש רוח, שתיאר באומץ את החברה הישראלית כמו שהיא הייתה וכמו שהוא רצה שהיא תהיה. עולה כאן אייכלר ומנצל את הבמה – זילות של הבמה ושל חוק הדיינים. אני מציעה לכם שתתנערו ממנו. זה ממש לא לכבודה של הכנסת.

חוק הדיינים יעבור, חבר הכנסת זאב, על אפך, על חמתך. תתרגל. חוק השופטים יעבור, תתרגל. נשים תהיינה בכל מקום. לא בירכתי האוטובוסים – –

– – והן תהיינה בכל מקום – –

– – והן תהיינה בזכות ולא בחסד, ואתם לא תעשו להן טובה, ותעשו לנו כאן ליל שימורים, ואנחנו נישאר אתכם, ונצחק אתכם, אבל לא תכניעו אותנו. בעניין הזה אנחנו נכניע אתכם. תודה רבה.",1
274965,"אדוני היושב-ראש, חברי חברי הכנסת, מרצ תתמוך כנראה בסופו של דבר בהחלת דין רציפות. אנחנו רוצים לנצל את הבמה הזאת ולמחות, אדוני היושב-ראש, כל אחד מחברי לסיעה לכנסת, על כך שאנחנו לא יכולים להעלות לסדר-היום בכנסת הצעות שלא ממש מסתדרות עם תפיסת העולם של הקואליציה הזאת, כמו למשל – אדוני היושב-ראש, הדברים האלה מיועדים גם אליך. אדוני יושב-ראש הכנסת, הדברים האלה מיועדים גם אליך. נראה לי תמוה שמתפרסם שחיל החינוך מקצה כספים, 4 מיליון שקלים, לכך שחיילים ילכו ויקבלו שיעורים בעמותת אלע""ד, בעמותת הימין הקיצוני, ואתה לא מאפשר לנו לקיים על זה דיון בכנסת, בוועדת החוץ והביטחון או בכל ועדה אחרת. וככה בשורה של נושאים שלא מתאימים לתפיסת העולם שלכם – אתם לא מאשרים שאילתות, הצעות לסדר-היום. אדוני, היום חיל חינוך – עומד כאן מפקד חיל החינוך לשעבר – זה אנכרוניסטי, אבל אם זה כבר קיים, אז תעשו איזה תפיסה פלורליסטית: שחיילים בצה""ל הולכים ושומעים קבוצות שונות בחברה הישראלית.  לעמותת אלע""ד, שמקדמת בנייה של יהודים בתוך מזרח-ירושלים, בלב שכונות פלסטיניות, במטרה לכתר שכונות פלסטיניות – האם שלחתם אותם, למשל, את אותם חיילים, נניח לעמותת ""עיר עמים"", שתעשה סיור לחיילים האלה, שיראו את תוצאות הבנייה בשטח, של ממשלת ישראל, במזרח-ירושלים, איך מנסים לקבוע עובדות כדי למנוע כל הסדר עתידי? זה לא נראה לך, אדוני היושב-ראש, ראוי לכך שוועדה בכנסת תקיים דיון בנושא? באופן קבוע ושיטתי, אדוני היושב-ראש, הקואליציה שלכם – טוב, זה נראה לי, האמת, די פארסה הדיון הזה, שאפילו אי-אפשר לדבר פה. באופן קבוע, אדוני – – –

אדוני היושב-ראש, אני יודעת שגם חברת הכנסת מרב מיכאלי הציעה הצעה דומה בנושא; גם לה היא לא אושרה. חברי כנסת מהאופוזיציה מציעים הצעות לסדר-היום בנושאים מדיניים, בנושאי בנייה בהתנחלויות, ולא מאפשרים לנו להעלות את הנושאים האלה לדיון, לא במליאת הכנסת ולא בוועדת הכנסת. ולכן אני מנצלת את ההזדמנות הזאת למחות על כך שחיילי צה""ל נשלחים לעמותת הימין הקיצוני, לעמותת אלע""ד, ובכנסת – בכנסת, שמדברת על קיצוצים בתקציב הביטחון – אין אפילו אפשרות להעלות את הנושא לדיון. תודה רבה.",5
274975,"אדוני, תודה, חברי לסיעה ניצן הורוביץ ותמר זנדברג, וגם אני, העלינו כאן היום על הדוכן שורה של יוזמות פרלמנטריות שסיעת מרצ ביקשה לקדם בכנסת – הצעות לסדר-היום, הצעות לדיון מהיר, שאילתות – שלא נענו. אני ממשיכה, ואני נותנת דוגמה אחת בלבד, אדוני, אחת, שמשקפת את שלל הדוגמאות שלא אושרו. אני רוצה לספר על שאילתה שהגשתי בנושא השתלטות אלימה על בית משפחת עוואד מבודרוס. אני רוצה לספר לכם, חברי חברי הכנסת, על הסיפור הקשה והנורא בעניין אותה משפחה. אנחנו מדברים על משפחה שיש לה 15 ילדים, משפחת חקלאים, הם עוסקים בחקלאות בכפר בודרוס. לפני כארבעה חודשים המשפחה הזאת שכלה את בנה סמיר. בנה סמיר נורה על-ידי חיילי צה""ל בראשו ובגבו, אחרי שהוא ניסה להימלט מהם. הוא נורה על-ידי החיילים, ובעניין הזה מתקיימת עכשיו חקירה פלילית בפרקליטות הצבאית, ואיך כינה את זה קצין בפיקוד מרכז בריאיון לעיתון ה""ארץ"" – הוא אמר: ""אירוע לא טוב"". אירוע לא טוב. המשפחה הזאת, אדוני, חוותה לפני כמה ימים מעצר אלים. אנחנו מדברים על משפחה שהבן שלה נורה בגבו ובראשו, וכמו שהוגדר – אירוע לא טוב. המשפחה הזאת עוד לא הספיקה להתאושש מהאובדן של אותו בחור צעיר, ופתאום, בשבוע שעבר, בלילה, התפרצה קבוצת חיילים אליהם הביתה, משפחה שכולה, והתחילה לבצע מעצרים אלימים של בני המשפחה. אני מדברת אתכם על 11 ג'יפים, ובתוכם 27 חיילים, שהגיעו ב-02:00, ניסרו את דלת הכניסה של אותה משפחת חקלאים, זרקו רימוני הלם מהחלונות אל חלל הבית. מתגובת דובר צה""ל על האירוע עלה – כך מוסר דובר צה""ל – שהחיילים נתקלו בהתנגדות אלימה למעצרים, ולכן הופעלו אמצעים אלימים נגדם. אני אומרת לך, אדוני היושב-ראש, ממידע שנמסר לי – נאמר שבבית המשפחה באותו לילה היו בעיקר נשים וילדים. ואני שאלתי שאילתה שלצערי לא אפשרת לי לשאול אותה כאן, מעל דוכן הכנסת, כדי לקבל תשובה רשמית משר הביטחון, אז אני מנצלת עכשיו את הבמה ושואלת: כיצד דובר צה""ל יכול לטעון שהפריצה האלימה אל בית המשפחה הייתה לאחר התנגדות אלימה, כאשר הפריצה קדמה בכלל להתנגדות? ורציתי לשאול עוד, אדוני היושב-ראש, מה הצדיק אלימות כזו מופרזת שנקטו חיילי צה""ל כלפי חשוד ביידוי אבנים – גם אם חשדו שאחד מבני המשפחה חשוד ביידוי אבנים, ככה פורצים, 11 ג'יפים באמצע הלילה? פורצים ב-02:00, מעיפים אנשים מהמיטות שלהם, משפחה שכולה שרק לפני ארבעה חודשים אחד הבנים שלה נורה? אני חשבתי, אדוני, ששאילתה כזאת הייתה ראויה להישמע כאן, במליאה, או בכל פורום אחר בכנסת הזאת, והיה ראוי ששר הביטחון ישיב עליה. לצערי, לא התאפשר לי, אני מנצלת עכשיו את הבמה. תודה רבה.",2
274985,"מי אמר את זה, חבר הכנסת סוייד, סגן השר?

אדוני היושב-ראש, חברי חברי הכנסת, אני פונה לחבר הכנסת סוייד. אני פונה אליך, אדוני, חבר הכנסת סוייד: אני עומדת על הדוכן, אני אשמח להתייחס.

אדוני היושב-ראש, חברי חברי הכנסת, משום מה יש לי יסוד סביר להניח שאני יכולה להעריך מי אמר ""שטויות"".

לא, אני לא עוזבת את זה כי האמירה הזו, השטותית הזו, האווילית הזו, סליחה – הדבילית הזאת, משקפת – –

– – משקפת, חברי חברי הכנסת – – –

הא-הא. אוי, גדול. זה על ראש הגנב בוער הכובע. מה, נקבתי בשמו של מישהו ספציפי, אדוני חבר הכנסת רוזנטל?

אדוני היושב-ראש, זה במסגרת השטויות הפרלמנטריות. זה במנעד הזה שבין השטויות לדביליות. חברי חברי הכנסת, זה לא מקרה שזאת הייתה ההתבטאות של סגן שר האוצר. כל מי שמותח ביקורת על מדיניות התקציב או על המדיניות החברתית-כלכלית של הממשלה הזו, חוטף. ומה מציעה הממשלה הזאת? איזה תקציב מציעה הממשלה הזאת? אנחנו מדברים כאן על יעד הגירעון, אבל הרבה לפני זה – על מה אנחנו מדברים? על תקציב שיובא מחר כתקציב פחדני, תקציב של פחדנים שגם מתעלל במעמד הביניים ובקבוצות המוחלשות וגם מבטיח גירעון עצום בעתיד. חברי חברי הכנסת, התקציב שמוגש כאן, הייתי אומרת, מתעלל בכולם. הוא מתעלל בעניים, הוא מתעלל במי שכרגע אין לו, שהולכים לקצץ לו עוד יותר. מה הם מנועי הצמיחה של התקציב הזה, אתם יודעים? קיצוץ בצהרונים, פגיעה באימהות עובדות, סגירה של מעונות-יום. במי רוצים לפגוע, במשפחות צעירות ובילדים? במי הולכים לפגוע? מה משדרים להורים הצעירים האלה ולילדים? מה אומרים להם? מה אומרים להם, אתם יכולים להישאר בארץ? מעלים את המע""מ, מרחיבים את תשלומי ההורים, וכל הקיצוץ שצפוי גם במערכת החינוך, גם ככה כבר משפחות צעירות מתקשות לסגור את החודש. חברי חברי הכנסת, בשביל תקציב אמיץ, ואם רוצים להגדיל את יעד הגירעון, צריך אומץ. איך אני יודעת שצריך אומץ? כי התקציב הזה, שבטח מחר סגן השר יעלה להגן עליו, בטח השר ישלח אותו, מצריך להתעמת ולהתמודד עם כמה ממסדים שלא מכירים את המילה ""לא"", למשל הממסד הביטחוני. אמרו: יקצצו 4 מיליארד, קיצצו 3 מיליארד; אחר כך אמרו: זה יהיה מהרזרבות, אז עושים קיצוץ flat בכל משרדי הממשלה. יש למישהו אומץ, במשרד האוצר, להתמודד עם מערכת הביטחון שעכשיו רק ראינו את ההוצאות שלה, שכל שנה – כל שנה התקציב שמאושר גדל בכמה מיליארדים יותר ממה שהוקצב להם בהתחלה? אז, אין אומץ להתמודד עם הממסד הביטחוני, אין אומץ גם להתמודד עם אותם בעלי הון שמקבלים פטורים מופקרים, עם אותם אלה שמחזיקים ברווחים הכלואים; עם מפעל ההתנחלויות אין אומץ להתמודד. אז מה אתם? חכמים על חלשים, גיבורים על חלשים, מקצצים במקומות שהכי קל לקצץ. זה תקציב? ואחר כך באים אלינו שנתמוך בהעלאת יעד הגירעון. אני חושבת שבנסיבות אחרות מרצ הייתה תומכת בהגדלת יעד הגירעון, אבל כשאנחנו רואים איזה תקציב מובא לכאן, איזה תקציב פחדני, איזה תקציב שלא עומד מול כל אותם בעלי לחץ, קבוצות לחץ – גם, מה הדבר המדהים? כל פעם אנחנו רואים איך שר האוצר משנה את דעתו כל יומיים. מוציא עזים, מכניסים אותן, אני כבר לא יודעת, אני כבר לא עוקבת אחרי כל העזים שמוציאים ומכניסים. חברי חברי הכנסת, אז אני מציעה שבפעם הבאה במקום שיאמרו על דברים שאומרת כאן במליאה חברתי תמר זנדברג או חברי כנסת אחרים, לפני שאומרים להם ""שטויות"" – –

– – אדוני היושב-ראש, לפני שמכנים דברים נכוחים ונוקבים ""שטויות"", כדאי להסתכל, הפוסל במומו פוסל. תודה רבה.",1
